GBIR6967-15;Emberiza impetuani impetuani
ROMC726-08;Rallus aquaticus
ROMC727-08;Rallus aquaticus
ROMC728-08;Rallus aquaticus
ROMC729-08;Rallus aquaticus
ROMC730-08;Rallus aquaticus
ROMC731-08;Rallus aquaticus
ROMC732-08;Rallus aquaticus
ROMC734-08;Rallus limicola
ROMC735-08;Rallus aquaticus
ROMC736-08;Rallus aquaticus
ROMC737-08;Rallus aquaticus
ROMC738-08;Rallus aquaticus
ROMC739-08;Rallus aquaticus
ROMC740-08;Rallus aquaticus
ROMC741-08;Rallus aquaticus
SWEBI001-11;Coracias garrulus
SWEBI008-11;Thalasseus sandvicensis
SWEBI009-11;Charadrius dubius
SWEBI013-11;Calidris maritima
SWEBI016-11;Ichthyaetus melanocephalus
SWEBI019-11;Ardea alba
BROMB263-06;Gymnopithys rufigula
GBIR7072-15;Thamnophilus nigrocinereus
MNCN063-08;Myrmotherula axillaris
MNCN109-08;Pithys albifrons
MNCN110-08;Pithys albifrons
MNCN823-09;Hylophylax naevius
ARIGB001-16;Alcedo atthis
ARIGB002-16;Alcedo atthis
ARIGB003-16;Alcedo atthis
ARIGB011-16;Coracias garrulus
ARIGB012-16;Coracias garrulus
ARIGB013-16;Cuculus canorus
ARIGB025-16;Lanius minor
ARIGB029-16;Merops apiaster
ARIGB030-16;Merops apiaster
ARIGB031-16;Merops apiaster
ARIGB037-16;Passer domesticus
ARIGB038-16;Parus major
ARIGB040-16;Passer montanus
ARIGB041-16;Passer montanus
ARIGB052-16;Remiz pendulinus
ARIGB053-16;Remiz pendulinus
ARIGB054-16;Remiz pendulinus
ARIGB055-16;Remiz pendulinus
ARIGB056-16;Remiz pendulinus
ARIGB057-16;Remiz pendulinus
ARIGB070-16;Turdus merula
AWCB009-09;Turdus amaurochalinus
AWCB022-09;Turdus rufiventris
AWCB023-09;Turdus amaurochalinus
AWCB025-09;Synallaxis frontalis
AWCB033-09;Turdus amaurochalinus
AWCB038-09;Thamnophilus caerulescens
AWCB047-09;Turdus rufiventris
AWCB049-09;Thamnophilus ruficapillus
AWCB055-09;Thamnophilus caerulescens
AWCB061-09;Turdus rufiventris
AWCB067-09;Thamnophilus ruficapillus
AWCB074-09;Veniliornis spilogaster
AWCB084-09;Syndactyla rufosuperciliata
AWCB086-09;Thamnophilus caerulescens
AWCB091-09;Leptotila verreauxi
AWCB097-09;Chlorostilbon lucidus
AWCB098-09;Chlorostilbon lucidus
AWCB099-09;Chlorostilbon lucidus
AWCB100-09;Chlorostilbon lucidus
AWCB101-09;Leucochloris albicollis
AWCB102-09;Hylocharis chrysura
AWCB103-09;Hylocharis chrysura
AWCB104-09;Leucochloris albicollis
AWCB105-09;Leucochloris albicollis
AWCB106-09;Hylocharis chrysura
AWCB107-09;Falco sparverius
AWCB109-09;Chlorostilbon lucidus
AWCB110-09;Chlorostilbon lucidus
AWCB112-09;Hylocharis chrysura
AWCB113-09;Hylocharis chrysura
AWCB114-09;Chalcostigma ruficeps
AWCB115-09;Colibri coruscans
AWCB116-09;Coeligena violifer
AWCB117-09;Heliangelus amethysticollis
AWCB118-09;Coeligena torquata
AWCB119-09;Chalcostigma ruficeps
AWCB120-09;Heliangelus amethysticollis
AWCB121-09;Amazilia lactea
AWCB122-09;Phaethornis stuarti
AWCB123-09;Glaucis hirsutus
AWCB124-09;Phaethornis hispidus
AWCB126-09;Phaethornis malaris
AWCB127-09;Thalurania furcata
AWCB128-09;Adelomyia melanogenys
AWCB129-09;Doryfera ludovicae
AWCB130-09;Schistes geoffroyi
AWCB131-09;Heliodoxa leadbeateri
BABNA005-06;Turdus migratorius
BABNA007-06;Turdus migratorius
BABNA008-06;Turdus migratorius
BABNA019-06;Poecile atricapillus
BABNA020-06;Poecile atricapillus
BABNA021-06;Poecile atricapillus
BABNA052-06;Dryobates pubescens
BABNA053-06;Dryobates pubescens
BABNA062-06;Catharus guttatus
BABNA063-06;Catharus guttatus
BABNA099-06;Archilochus colubris
BABNA100-06;Archilochus colubris
BABNA101-06;Archilochus colubris
BABNA115-06;Catharus fuscescens
BABNA116-06;Catharus fuscescens
BABNA134-06;Poecile atricapillus
BABNA135-06;Poecile atricapillus
BABNA136-06;Poecile atricapillus
BABNA137-06;Poecile atricapillus
BABNA138-06;Poecile atricapillus
BABNA331-07;Turdus migratorius
BABNA340-07;Poecile atricapillus
BABNA370-07;Catharus minimus
BABNA371-07;Catharus minimus
BABNA717-07;Catharus minimus
BABNA786-07;Poecile atricapillus
BABNA840-08;Turdus migratorius
BABNA875-09;Catharus guttatus
BABNA876-09;Catharus guttatus
BABNA877-09;Catharus guttatus
BABNA878-09;Catharus guttatus
BABNA880-09;Catharus guttatus
BARGN339-16;Colaptes melanochloros
BARGN345-16;Thamnophilus caerulescens
BARGN452-16;Colaptes melanochloros
BARGN455-16;Colaptes melanochloros
BARGN470-16;Thamnophilus caerulescens
BARGN607-16;Thamnophilus caerulescens
BBB322-13;Cygnus melancoryphus
BBB323-13;Ardea cocoi
BBB325-13;Pionopsitta pileata
BBB332-13;Lochmias nematura
BBB333-13;Synallaxis cinerascens
BBB334-13;Synallaxis cinerascens
BBB337-13;Synallaxis albescens
BBB338-13;Furnarius figulus
BBB339-13;Furnarius figulus
BBB346-13;Syndactyla rufosuperciliata
BBB347-13;Xenops rutilans
BBB349-13;Syndactyla rufosuperciliata
BBB364-13;Syndactyla rufosuperciliata
BBB365-13;Philydor rufum
BBB371-13;Xenops minutus
BBB375-13;Synallaxis cinerea
BBB379-13;Lochmias nematura
BBB381-13;Furnarius leucopus
BBB390-13;Clibanornis rectirostris
BBB399-13;Phacellodomus rufifrons
BBB400-13;Lochmias nematura
BBB406-13;Phacellodomus rufifrons
BBB410-13;Clibanornis rectirostris
BBB411-13;Clibanornis rectirostris
BBB412-13;Clibanornis rectirostris
BBB413-13;Furnarius figulus
BBB418-13;Anabacerthia lichtensteini
BBB419-13;Anabazenops fuscus
BBB420-13;Philydor rufum
BBB422-13;Xenops rutilans
BBB423-13;Xenops rutilans
BBB440-13;Synallaxis cinerascens
BBB444-13;Synallaxis frontalis
BBB449-13;Furnarius leucopus
BBB452-13;Furnarius rufus
BBB454-13;Synallaxis scutata
BBB456-13;Synallaxis frontalis
BBB457-13;Synallaxis scutata
BBB474-13;Synallaxis spixi
BBB475-13;Syndactyla dimidiata
BBB482-13;Synallaxis scutata
BBB483-13;Synallaxis ruficapilla
BBB491-13;Philydor atricapillus
BBB502-13;Glyphorynchus spirurus
BBB516-13;Anabazenops fuscus
BBB517-13;Anabazenops fuscus
BBB518-13;Anabazenops fuscus
BBB542-13;Crypturellus tataupa
BBB556-13;Anabazenops fuscus
BBB563-13;Synallaxis scutata
BBB571-13;Xenops rutilans
BBB638-13;Automolus leucophthalmus
BBB639-13;Philydor rufum
BBB641-13;Phacellodomus ruber
BBB647-13;Phacellodomus ruber
BBB671-13;Phacellodomus rufifrons
BBB688-13;Furnarius leucopus
BBB701-13;Pseudoseisura unirufa
BBB706-13;Uropelia campestris
BBB713-13;Leptasthenura setaria
BBB721-13;Syndactyla rufosuperciliata
BBB722-13;Syndactyla rufosuperciliata
BBB730-13;Phacellodomus erythrophthalmus
BBB731-13;Phacellodomus erythrophthalmus
BBB741-13;Coccyzus euleri
BBB760-13;Turdus flavipes
BBB782-13;Phaethornis pretrei
BBB800-13;Syndactyla dimidiata
BBB801-13;Syndactyla dimidiata
BBB832-13;Turdus albicollis
BBIND088-08;Myophonus glaucinus
BBIND1107-08;Manucodia ater
BBIND152-08;Myophonus glaucinus
BBIND178-08;Myophonus caeruleus
BBIND185-08;Myophonus glaucinus
BBIND319-08;Myophonus glaucinus
BBIND332-08;Myophonus glaucinus
BBOL085-16;Thamnophilus caerulescens
BISE007-07;Dryocopus martius
BISE009-07;Columba palumbus
BISE011-07;Poecile palustris
BISE014-07;Dendrocopos leucotos
BISE016-07;Dendrocopos major
BISE017-07;Picus canus
BISE022-07;Anser anser
BISE034-07;Turdus iliacus
BISE036-07;Poecile montanus
BISE038-07;Pluvialis apricaria
BISE040-07;Apus apus
BISE041-07;Parus major
BISE042-07;Sturnus vulgaris
BISE044-07;Falco rusticolus
BISE048-07;Crex crex
BISE051-07;Turdus viscivorus
BISE052-07;Passer montanus
BISE059-07;Ardea cinerea
BISE066-07;Streptopelia turtur
BISE072-07;Alcedo atthis
BISE074-07;Cygnus olor
BISE075-07;Fulica atra
BISE076-07;Hydroprogne caspia
BISE077-07;Gallinula chloropus
BISE079-07;Falco tinnunculus
BISE086-07;Lanius collurio
BISE087-07;Passer domesticus
BISE090-07;Lophophanes cristatus
BISE091-07;Botaurus stellaris
BISE113-07;Porzana porzana
BISE114-07;Cuculus canorus
BISE116-07;Dryobates minor
BISE117-07;Chroicocephalus ridibundus
BISE120-07;Falco subbuteo
BISE122-07;Caprimulgus europaeus
BISE125-07;Falco peregrinus
BISE126-07;Rissa tridactyla
BISE129-07;Periparus ater
BISE133-07;Jynx torquilla
BISE138-08;Falco columbarius
BISE142-08;Branta leucopsis
BISE143-08;Xema sabini
BISE146-08;Lanius excubitor
BISE147-08;Sterna paradisaea
BISE149-08;Branta canadensis
BISE154-08;Falco vespertinus
BISE155-08;Turdus pilaris
BISE157-08;Thalasseus sandvicensis
BISE159-08;Turdus merula
BISE163-08;Calidris alpina
BISE166-08;Remiz pendulinus
BISE168-08;Calidris pugnax
BISE169-08;Cyanistes caeruleus
BISE170-08;Picoides tridactylus
BISE171-08;Calidris ferruginea
BISE172-08;Calidris temminckii
BISE173-08;Sternula albifrons
BISE180-08;Calidris canutus
BISE182-08;Phalacrocorax carbo
BISE184-08;Sterna hirundo
BISE185-08;Rallus aquaticus
BISE187-08;Streptopelia decaocto
BISE195-08;Anser erythropus
BISE199-08;Calidris falcinellus
BISE201-08;Charadrius hiaticula
BISE202-08;Calidris minuta
BISE203-08;Calidris alba
BISE204-08;Charadrius dubius
BISE207-08;Cygnus cygnus
BISE210-08;Morus bassanus
BISE215-08;Anser fabalis
BISE220-08;Charadrius morinellus
BISE221-08;Columba oenas
BISE226-08;Prunella modularis
BISE232-08;Chlidonias niger
BISE235-08;Vanellus vanellus
BISE237-08;Ciconia ciconia
BISE238-08;Larus argentatus
BISE239-08;Larus fuscus
BISE240-08;Larus marinus
BISE241-08;Columba livia
BISE245-08;Alcedo atthis
BISE248-08;Branta leucopsis
BISE251-08;Caprimulgus europaeus
BISE255-08;Columba livia
BISE256-08;Coracias garrulus
BISE258-08;Cygnus cygnus
BISE259-08;Dendrocopos major
BISE260-08;Dendrocopos major
BISE261-08;Phalacrocorax carbo
BISE267-08;Jynx torquilla
BISE268-08;Lanius collurio
BISE271-08;Poecile montanus
BISE272-08;Passer montanus
BISE280-08;Turdus philomelos
BISE281-08;Vanellus vanellus
BISE282-08;Vanellus vanellus
BISE283-08;Sterna hirundo
BISE286-08;Cuculus canorus
BISE295-08;Sturnus vulgaris
BISE297-08;Prunella modularis
BISE298-08;Parus major
BISE301-08;Falco subbuteo
BISE304-08;Turdus pilaris
BISE309-08;Apus apus
BISE312-08;Falco peregrinus
BISE316-08;Cygnus olor
BISE317-08;Dryocopus martius
BISE318-08;Falco tinnunculus
BISE319-08;Picus canus
BISE324-08;Calidris ferruginea
BISE325-08;Calidris minuta
BISE326-08;Charadrius dubius
BISE327-08;Charadrius hiaticula
BISE328-08;Calidris falcinellus
BISE344-08;Rhodostethia rosea
BISE345-08;Sterna paradisaea
BISE346-08;Morus bassanus
BISE348-08;Turdus merula
BISE353-08;Lanius excubitor
BISE354-08;Periparus ater
BISE355-08;Cyanistes caeruleus
BISE356-08;Poecile cinctus
BISE357-08;Lophophanes cristatus
BISE358-08;Poecile montanus
BISE359-08;Poecile palustris
BISE363-08;Calidris alpina
BISE365-08;Larus fuscus
BISE366-08;Cyanistes caeruleus
BISE368-08;Rallus aquaticus
BISE372-08;Charadrius morinellus
BISE378-08;Calidris canutus
BISE379-08;Xema sabini
BISE381-08;Crex crex
BISE384-08;Remiz pendulinus
BISE390-08;Pluvialis squatarola
BISE395-08;Anser anser
BISE396-08;Gallinula chloropus
BISE405-08;Columba palumbus
BISE406-08;Dendrocopos leucotos
BISE407-08;Larus marinus
BISE408-08;Larus argentatus
BISE409-08;Chroicocephalus ridibundus
BISE414-08;Ciconia ciconia
BISE415-08;Passer domesticus
BISE416-08;Turdus iliacus
BISE417-08;Grus grus
BISE418-08;Larus canus
BISE430-08;Turdus viscivorus
BISE432-08;Fulica atra
BISE435-08;Turdus philomelos
BISE438-08;Phasianus colchicus
BISE444-08;Falco rusticolus
BISE446-08;Branta canadensis
BISE450-08;Picoides tridactylus
BISE452-08;Botaurus stellaris
BISE453-08;Calidris pugnax
BISE455-08;Sternula albifrons
BISE462-08;Plegadis falcinellus
BISE463-08;Falco columbarius
BISE472-08;Hydrocoloeus minutus
BISE473-08;Cygnus columbianus
BISE476-08;Rhodostethia rosea
BISE477-08;Hydroprogne caspia
BISE478-08;Hydroprogne caspia
BISE481-08;Pluvialis apricaria
BISE482-08;Pluvialis apricaria
BJNSM002-08;Prunella collaris
BJNSM003-08;Passer montanus
BJNSM004-08;Alcedo atthis
BJNSM009-08;Picus awokera
BJNSM010-08;Parus major
BJNSM011-08;Syrmaticus soemmerringii
BJNSM012-08;Periparus ater
BJNSM014-08;Turdus chrysolaus
BJNSM015-08;Nycticorax nycticorax
BJNSM017-08;Rallus aquaticus
BJNSM019-08;Turdus pallidus
BJNSM022-08;Streptopelia orientalis
BJNSM023-08;Columba janthina
BJNSM038-08;Passer montanus
BJNSM041-08;Prunella rubida
BJNSM045-08;Turdus chrysolaus
BJNSM052-08;Cisticola juncidis
BJNSM058-08;Dendrocopos major
BJNSM059-08;Halcyon coromanda
BJNSM060-08;Dendrocopos major
BJNSM061-08;Poecile montanus
BJNSM074-08;Amaurornis phoenicurus
BJNSM078-08;Megaceryle lugubris
BJNSM079-08;Sittiparus varius
BJNSM083-08;Phasianus versicolor
BJNSM084-08;Alcedo atthis
BJNSM088-10;Turdus pallidus
BJNSM090-10;Turdus chrysolaus
BJNSM093-10;Streptopelia orientalis
BJNSM096-10;Picus awokera
BJNSM097-10;Falco tinnunculus
BJNSM098-10;Halcyon coromanda
BJNSM099-10;Picus canus
BJNSM103-10;Parus major
BJNSM111-10;Falco tinnunculus
BJNSM117-10;Cisticola juncidis
BJNSM122-10;Onychoprion fuscatus
BJNSM135-10;Cuculus optatus
BJNSM139-10;Turdus cardis
BJNSM142-10;Lanius bucephalus
BJNSM144-10;Amaurornis phoenicurus
BJNSM148-10;Sternula albifrons
BJNSM149-10;Sternula albifrons
BJNSM150-10;Oceanodroma leucorhoa
BJNSM151-10;Passer cinnamomeus
BJNSM156-10;Alcedo atthis
BJNSM159-10;Turdus cardis
BJNSM160-10;Alcedo atthis
BJNSM161-10;Treron sieboldii
BJNSM162-10;Treron sieboldii
BJNSM164-10;Treron formosae
BJNSM165-10;Halcyon coromanda
BJNSM169-10;Halcyon coromanda
BJNSM170-10;Halcyon coromanda
BJNSM171-10;Halcyon coromanda
BJNSM172-10;Sternula albifrons
BJNSM177-10;Cisticola juncidis
BJNSM178-10;Treron formosae
BJNSM180-10;Sula leucogaster
BJNSM181-10;Turdus chrysolaus
BJNSM183-10;Sittiparus varius
BJNSM184-10;Sittiparus varius
BJNSM192-10;Passer cinnamomeus
BJNSM193-10;Passer cinnamomeus
BJNSM198-10;Jynx torquilla
BJNSM201-10;Dryobates minor
BJNSM215-10;Parus major
BJNSM216-10;Turdus chrysolaus
BJNSM218-10;Cuculus optatus
BJNSM220-10;Ardea intermedia
BJNSM221-10;Ardea cinerea
BJNSM222-10;Ardea cinerea
BJNSM227-10;Cisticola juncidis
BJNSM231-10;Cuculus poliocephalus
BJNSM233-10;Chalcophaps indica
BJNSM239-10;Halcyon coromanda
BJNSM241-10;Ardea alba
BJNSM243-10;Phasianus versicolor
BJNSM247-10;Porzana fusca
BJNSM248-10;Columba janthina
BJNSM255-10;Turdus pallidus
BJNSM256-10;Alcedo atthis
BJNSM257-10;Gallinula chloropus
BJNSM259-10;Gallinula chloropus
BJNSM262-10;Alcedo atthis
BJNSM263-10;Bubulcus ibis
BJNSM264-10;Gallirallus okinawae
BJNSM265-10;Gallirallus okinawae
BJNSM266-10;Gallirallus okinawae
BJNSM267-10;Amaurornis phoenicurus
BJNSM268-10;Turdus chrysolaus
BJNSM270-10;Parus major
BJNSM272-10;Halcyon coromanda
BJNSM273-10;Halcyon coromanda
BJNSM282-10;Parus major
BJNSM285-10;Treron formosae
BJNSM288-10;Parus major
BJNSM289-10;Sittiparus varius
BJNSM294-10;Halcyon coromanda
BJNSM296-10;Halcyon coromanda
BJNSM298-10;Oceanodroma monorhis
BJNSM307-10;Alcedo atthis
BJNSM308-10;Sittiparus varius
BJNSM309-10;Butorides striata
BJNSM316-10;Sittiparus varius
BJNSM324-10;Cisticola juncidis
BJNSM325-10;Parus major
BJNSM328-10;Halcyon coromanda
BJNSM331-10;Halcyon coromanda
BJNSM335-10;Parus major
BJNSM338-10;Phalacrocorax carbo
BJNSM339-10;Ardea cinerea
BJNSM340-10;Ardea cinerea
BJNSM341-10;Larus schistisagus
BJNSM342-10;Bubulcus ibis
BJNSM343-10;Amaurornis phoenicurus
BJNSM345-10;Bubulcus ibis
BJNSM346-10;Ardea intermedia
BJNSM347-10;Nycticorax nycticorax
BJNSM348-10;Ardea intermedia
BJNSM350-10;Larus crassirostris
BJNSM351-10;Ardea intermedia
BJNSM353-10;Ardea intermedia
BJNSM354-10;Ardea alba
BJNSM355-10;Larus schistisagus
BJNSM356-10;Ardea cinerea
BJNSM357-10;Treron formosae
BJNSM358-10;Streptopelia orientalis
BJNSM359-10;Streptopelia orientalis
BJNSM361-10;Passer montanus
BJNSM362-10;Falco peregrinus
BJNSM363-10;Falco peregrinus
BJNSM372-10;Treron formosae
BJNSM373-10;Falco peregrinus
BJNSM374-10;Larus crassirostris
BJNSM375-10;Ardea intermedia
BJNSM378-10;Cuculus canorus
BJNSM379-10;Cuculus canorus
BJNSM380-10;Lanius bucephalus
BJNSM381-10;Cuculus canorus
BJNSM383-10;Halcyon coromanda
BJNSM386-10;Gallirallus okinawae
BJNSM387-10;Gallirallus okinawae
BJNSM391-10;Halcyon coromanda
BJNSM392-10;Halcyon coromanda
BJNSM393-10;Gorsachius goisagi
BJNSM396-10;Larus schistisagus
BJNSM409-10;Halcyon coromanda
BJNSM410-10;Alcedo atthis
BJNSM415-10;Sittiparus varius
BJNSM419-10;Charadrius alexandrinus
BJNSM420-10;Amaurornis phoenicurus
BJNSM421-10;Halcyon coromanda
BJNSM422-10;Pericrocotus tegimae
BJNSM424-10;Passer montanus
BJNSM425-10;Ardea cinerea
BJNSM426-10;Ardea cinerea
BJNSM427-10;Nycticorax nycticorax
BJNSM428-10;Parus major
BJNSM434-10;Poecile montanus
BJNSM436-10;Hierococcyx hyperythrus
BJNSM440-10;Falco peregrinus
BJNSM448-10;Poecile palustris
BJNSM450-10;Periparus ater
BJNSM451-10;Lanius bucephalus
BJNSM454-10;Picus canus
BJNSM455-10;Poecile palustris
BJNSM458-10;Poecile palustris
BJNSM464-10;Poecile montanus
BJNSM467-10;Passer cinnamomeus
BJNSM468-10;Picus canus
BJNSM470-10;Turdus chrysolaus
BJNSM477-10;Lanius bucephalus
BJNSM481-10;Dendrocopos major
BJNSM482-10;Dendrocopos major
BJNSM483-10;Passer cinnamomeus
BJNSM484-10;Passer cinnamomeus
BJNSM491-10;Picus canus
BJNSM492-10;Picus canus
BJNSM493-10;Picus canus
BJNSM496-10;Treron sieboldii
BJNSM498-10;Hierococcyx hyperythrus
BJNSM502-10;Picus canus
BJNSM509-10;Dendrocopos major
BJNSM518-10;Jynx torquilla
BJNSM520-10;Alcedo atthis
BJNSM527-10;Turdus celaenops
BJNSM532-10;Dendrocopos noguchii
BJNSM534-10;Falco tinnunculus
BJNSM536-10;Megaceryle lugubris
BJNSM538-10;Turdus cardis
BJNSM541-10;Sittiparus varius
BJNSM542-10;Apus pacificus
BJNSM544-10;Dendrocopos major
BJNSM549-10;Periparus ater
BJNSM555-10;Parus major
BJNSM560-10;Syrmaticus soemmerringii
BJNSM561-10;Syrmaticus soemmerringii
BJNSM564-10;Turnix suscitator
BJNSM565-10;Passer montanus
BJNSM571-10;Picus canus
BJNSM572-10;Larus crassirostris
BJNSM574-10;Syrmaticus soemmerringii
BJNSM576-10;Halcyon coromanda
BJNSM596-10;Columba janthina
BJNSM599-10;Pericrocotus tegimae
BJNSM600-10;Pericrocotus tegimae
BJNSM601-10;Sittiparus varius
BJNSM602-10;Parus major
BJNSM603-10;Sittiparus varius
BJNSM604-10;Cuculus poliocephalus
BJNSM606-10;Lanius bucephalus
BJNSM608-10;Sittiparus varius
BJNSM610-10;Charadrius alexandrinus
BJNSM611-10;Ardea purpurea
BJNSM612-10;Rallina eurizonoides
BJNSM613-10;Lanius cristatus
BJNSM614-10;Cuculus poliocephalus
BJNSM615-10;Rallina eurizonoides
BJNSM616-10;Turdus chrysolaus
BJNSM619-10;Botaurus stellaris
BJNSM627-10;Phalacrocorax capillatus
BJNSM628-10;Phalacrocorax capillatus
BJNSM644-10;Caprimulgus indicus
BJNSM645-10;Oceanodroma leucorhoa
BJNSM649-10;Larus crassirostris
BJNSM652-10;Butorides striata
BJNSM653-10;Gorsachius goisagi
BJNSM656-10;Parus major
BJNSM660-10;Passer montanus
BJNSM668-10;Periparus ater
BJNSM673-10;Prunella rubida
BJNSM674-10;Prunella rubida
BJNSM675-10;Prunella rubida
BJNSM679-10;Parus major
BJNSM683-10;Cuculus optatus
BJNSM684-10;Phalacrocorax pelagicus
BJNSM685-10;Phalacrocorax pelagicus
BJNSM686-10;Prunella collaris
BJNSM687-10;Ixobrychus cinnamomeus
BJNSM688-10;Turnix suscitator
BJNSM693-10;Periparus ater
BJNSM695-10;Nycticorax nycticorax
BJNSM696-10;Periparus ater
BJNSM699-11;Parus major
BJNSM702-11;Sittiparus varius
BJNSM714-11;Turdus pallidus
BJNSM716-11;Turdus pallidus
BJNSM721-11;Cisticola juncidis
BJNSM726-11;Passer montanus
BJNSM727-11;Cisticola juncidis
BJNSM729-11;Passer montanus
BJNSM735-11;Periparus ater
BJNSM740-11;Cisticola juncidis
BJNSM741-11;Cisticola juncidis
BJNSM746-11;Halcyon coromanda
BJNSM747-11;Halcyon coromanda
BJNSM749-11;Poecile montanus
BJNSM750-11;Parus major
BJNSM760-11;Sittiparus varius
BJNSM761-11;Sittiparus varius
BJNSM762-11;Halcyon coromanda
BJNSM765-11;Rallus aquaticus
BJNSM774-11;Halcyon coromanda
BJNSM776-11;Halcyon coromanda
BJNSM777-11;Parus major
BJNSM781-11;Phasianus versicolor
BJNSM788-11;Ixobrychus cinnamomeus
BJNSM789-11;Gorsachius melanolophus
BJNSM791-11;Parus major
BJNSM799-11;Passer montanus
BJNSM800-11;Passer montanus
BJNSM801-11;Passer montanus
BJNSM804-11;Turdus chrysolaus
BJNSM810-11;Poecile montanus
BJNSM811-11;Passer cinnamomeus
BJNSM816-11;Periparus ater
BJNSM818-11;Dendrocopos major
BJNSM819-11;Picus canus
BJNSM820-11;Picus canus
BJNSM823-11;Grus japonensis
BJNSM825-11;Sterna dougallii
BJNSM827-11;Passer montanus
BJNSM828-11;Turnix suscitator
BJNSM832-11;Eurystomus orientalis
BJNSM835-11;Ardea cinerea
BJNSM836-11;Ardea cinerea
BJNSM837-11;Caprimulgus indicus
BJNSM838-12;Apus pacificus
BJNSM840-12;Vanellus cinereus
BJNSM841-12;Vanellus cinereus
BOI021-08;Lanius collurio
BOI023-08;Lanius nubicus
BOI036-08;Oena capensis
BOI037-08;Oena capensis
BOI064-08;Prinia gracilis
BOI065-08;Prinia gracilis
BOI066-08;Prinia gracilis
BOI087-08;Lanius meridionalis
BOI088-08;Lanius meridionalis
BOI105-08;Passer moabiticus
BOI114-08;Passer moabiticus
BOI122-08;Parus major
BOM104-07;Amazilia violiceps
BOM108-07;Amazilia tzacatl
BOM109-07;Butorides striata
BOM110-07;Amazilia yucatanensis
BOM116-07;Amazilia yucatanensis
BOM122-07;Automolus ochrolaemus
BOM131-07;Antrostomus vociferus
BOM132-07;Amazilia beryllina
BOM1357-08;Melanerpes formicivorus
BOM1361-08;Catharus ustulatus
BOM1370-08;Eugenes fulgens
BOM1371-08;Eugenes fulgens
BOM1372-08;Turdus migratorius
BOM1374-08;Catharus occidentalis
BOM1375-08;Melanerpes chrysogenys
BOM1378-08;Melanotis caerulescens
BOM144-07;Calypte anna
BOM147-07;Calypte costae
BOM157-07;Amazilia violiceps
BOM165-07;Aeronautes saxatalis
BOM170-07;Bubulcus ibis
BOM174-07;Campylopterus curvipennis
BOM183-07;Anthracothorax prevostii
BOM185-07;Antrostomus vociferus
BOM186-07;Campylopterus hemileucurus
BOM196-07;Synallaxis erythrothorax
BOM200-07;Synallaxis erythrothorax
BOM220-07;Lamprolaima rhami
BOM225-07;Tiaris olivaceus
BOM249-07;Chlorostilbon canivetii
BOM261-07;Coereba flaveola
BOM361-07;Turdus grayi
BOM475-07;Momotus momota
BOM494-07;Turdus rufopalliatus
BOM497-07;Turdus assimilis
BOM508-07;Phaethornis longuemareus
BOM527-07;Catharus occidentalis
BOM535-07;Poecile sclateri
BOM546-07;Synallaxis erythrothorax
BOM547-07;Synallaxis erythrothorax
BOM753-07;Baeolophus wollweberi
BOM779-07;Colaptes auratus
BOM791-07;Poecile sclateri
BOM799-07;Phalaenoptilus nuttallii
BOM808-07;Baeolophus inornatus
BOM820-07;Automolus ochrolaemus
